"race","week","gender","count"
"East African","2016-50","Female",7
"East African","2016-50","Male",17
"East African","2016-51","Female",7
"East African","2016-51","Male",31
"East African","2016-52","Female",6
"East African","2016-52","Male",36
"East African","2017-01","Female",7
"East African","2017-01","Male",26
"East African","2017-02","Female",8
"East African","2017-02","Male",38
"East African","2017-03","Female",11
"East African","2017-03","Male",29
"East African","2017-04","Female",12
"East African","2017-04","Male",39
"East African","2017-04","Unknown",1
"East African","2017-05","Female",7
"East African","2017-05","Male",32
"East African","2017-06","Female",8
"East African","2017-06","Male",48
"East African","2017-07","Female",12
"East African","2017-07","Male",37
"East African","2017-08","Female",10
"East African","2017-08","Male",37
"East African","2017-09","Female",10
"East African","2017-09","Male",48
"East African","2017-10","Female",15
"East African","2017-10","Male",55
"East African","2017-11","Female",15
"East African","2017-11","Male",47
"East African","2017-12","Female",7
"East African","2017-12","Male",42
"East African","2017-13","Female",20
"East African","2017-13","Male",47
"East African","2017-14","Female",20
"East African","2017-14","Male",45
"East African","2017-15","Female",20
"East African","2017-15","Male",44
"East African","2017-16","Female",11
"East African","2017-16","Male",57
"East African","2017-17","Female",18
"East African","2017-17","Male",32
"East African","2017-18","Female",17
"East African","2017-18","Male",37
"East African","2017-19","Female",7
"East African","2017-19","Male",37
"East African","2017-20","Female",11
"East African","2017-20","Male",37
"East African","2017-21","Female",15
"East African","2017-21","Male",38
"East African","2017-21","Unknown",1
"East African","2017-22","Female",6
"East African","2017-22","Male",23
"East African","2017-23","Female",12
"East African","2017-23","Unknown",1
"East African","2017-23","Male",34
"East African","2017-24","Female",10
"East African","2017-24","Male",40
"East African","2017-25","Female",14
"East African","2017-25","Male",43
"East African","2017-26","Female",13
"East African","2017-26","Male",27
"East African","2017-27","Female",13
"East African","2017-27","Male",38
"East African","2017-27","Unknown",1
"East African","2017-28","Female",10
"East African","2017-28","Male",30
"East African","2017-28","Unknown",1
"East African","2017-29","Female",4
"East African","2017-29","Male",33
"East African","2017-29","Unknown",1
"East African","2017-30","Female",4
"East African","2017-30","Male",26
"East African","2017-31","Female",9
"East African","2017-31","Male",19
"East African","2017-32","Female",5
"East African","2017-32","Male",24
"East African","2017-32","Unknown",1
"East African","2017-33","Female",9
"East African","2017-33","Male",20
"East African","2017-33","Unknown",1
"East African","2017-34","Female",6
"East African","2017-34","Male",18
"East African","2017-35","Female",3
"East African","2017-35","Male",32
"East African","2017-36","Female",10
"East African","2017-36","Male",30
"East African","2017-37","Female",5
"East African","2017-37","Male",27
"East African","2017-38","Female",2
"East African","2017-38","Male",26
"East African","2017-38","Unknown",1
"East African","2017-39","Female",7
"East African","2017-39","Male",25
"East African","2017-39","Unknown",1
"East African","2017-40","Female",2
"East African","2017-40","Male",31
"East African","2017-40","Unknown",1
"East African","2017-41","Female",7
"East African","2017-41","Male",38
"East African","2017-42","Female",6
"East African","2017-42","Male",19
"East African","2017-42","Unknown",1
"East African","2017-43","Female",2
"East African","2017-43","Male",29
"East African","2017-44","Female",8
"East African","2017-44","Male",19
"East African","2017-45","Female",3
"East African","2017-45","Male",18
"East African","2017-46","Female",7
"East African","2017-46","Male",22
"East African","2017-47","Female",6
"East African","2017-47","Male",41
"East African","2017-48","Female",18
"East African","2017-48","Male",30
"East African","2017-49","Female",6
"East African","2017-49","Male",22
"East African","2017-50","Female",8
"East African","2017-50","Male",34
"East African","2017-50","Unknown",1
"East African","2017-51","Female",8
"East African","2017-51","Male",18
"East African","2017-52","Female",6
"East African","2017-52","Male",34
"East African","2018-01","Female",10
"East African","2018-01","Male",15
"East African","2018-02","Female",11
"East African","2018-02","Male",25
"East African","2018-03","Female",11
"East African","2018-03","Male",19
"East African","2018-04","Female",6
"East African","2018-04","Male",22
"East African","2018-05","Female",4
"East African","2018-05","Male",14
"East African","2018-05","Unknown",1
"East African","2018-06","Female",8
"East African","2018-06","Male",21
"East African","2018-07","Female",9
"East African","2018-07","Male",34
"East African","2018-08","Female",4
"East African","2018-08","Male",22
"East African","2018-09","Female",11
"East African","2018-09","Male",38
"East African","2018-10","Female",9
"East African","2018-10","Male",46
"East African","2018-11","Female",13
"East African","2018-11","Male",34
"East African","2018-12","Female",8
"East African","2018-12","Male",32
"East African","2018-13","Female",10
"East African","2018-13","Male",31
"East African","2018-14","Female",10
"East African","2018-14","Male",36
"East African","2018-15","Female",10
"East African","2018-15","Male",31
"East African","2018-16","Female",18
"East African","2018-16","Male",32
"East African","2018-17","Female",9
"East African","2018-17","Male",41
"East African","2018-18","Female",5
"East African","2018-18","Male",36
"East African","2018-19","Female",12
"East African","2018-19","Male",38
"East African","2018-20","Female",7
"East African","2018-20","Male",38
"East African","2018-21","Female",8
"East African","2018-21","Male",43
"East African","2018-21","Unknown",1
"East African","2018-22","Female",13
"East African","2018-22","Male",47
"East African","2018-23","Female",5
"East African","2018-23","Male",30
"East African","2018-24","Female",9
"East African","2018-24","Male",29
"East African","2018-24","Unknown",1
"East African","2018-25","Female",8
"East African","2018-25","Male",23
"East African","2018-26","Female",5
"East African","2018-26","Male",22
"East African","2018-27","Female",8
"East African","2018-27","Male",36
"East African","2018-28","Female",9
"East African","2018-28","Male",35
"East African","2018-29","Female",7
"East African","2018-29","Male",18
"East African","2018-29","Unknown",1
"East African","2018-30","Female",11
"East African","2018-30","Male",42
"East African","2018-31","Female",9
"East African","2018-31","Male",27
"East African","2018-32","Female",8
"East African","2018-32","Male",27
"East African","2018-33","Female",4
"East African","2018-33","Male",26
"East African","2018-34","Female",5
"East African","2018-34","Male",27
"East African","2018-35","Female",4
"East African","2018-35","Male",26
"East African","2018-36","Female",5
"East African","2018-36","Male",24
"East African","2018-36","Unknown",1
"East African","2018-37","Female",12
"East African","2018-37","Male",43
"East African","2018-38","Female",15
"East African","2018-38","Male",43
"East African","2018-38","Unknown",1
"East African","2018-39","Female",4
"East African","2018-39","Male",39
"East African","2018-40","Female",7
"East African","2018-40","Male",41
"East African","2018-41","Female",6
"East African","2018-41","Male",33
"East African","2018-42","Female",8
"East African","2018-42","Male",44
"East African","2018-43","Female",5
"East African","2018-43","Male",26
"East African","2018-44","Female",11
"East African","2018-44","Male",26
"East African","2018-45","Female",3
"East African","2018-45","Male",38
"East African","2018-46","Female",3
"East African","2018-46","Male",35
"East African","2018-47","Female",7
"East African","2018-47","Male",31
"East African","2018-48","Female",4
"East African","2018-48","Male",14
"East African","2018-49","Female",6
"East African","2018-49","Male",17
"East African","2018-50","Female",10
"East African","2018-50","Male",31
"East African","2018-51","Female",8
"East African","2018-51","Male",38
"East African","2018-52","Female",4
"East African","2018-52","Male",26
"East African","2019-01","Female",6
"East African","2019-01","Male",50
"East African","2019-02","Female",7
"East African","2019-02","Male",43
"East African","2019-03","Female",1
"East African","2019-03","Male",23
"East African","2019-03","Unknown",1
"East African","2019-04","Female",5
"East African","2019-04","Male",25
"East African","2019-04","Unknown",1
"East African","2019-05","Female",2
"East African","2019-05","Male",23
"East African","2019-06","Female",2
"East African","2019-06","Male",19
"East African","2019-07","Female",5
"East African","2019-07","Male",20
"East African","2019-08","Female",7
"East African","2019-08","Male",37
"East African","2019-09","Female",6
"East African","2019-09","Male",37
"East African","2019-10","Female",11
"East African","2019-10","Male",42
"East African","2019-11","Female",13
"East African","2019-11","Male",44
"East African","2019-12","Female",7
"East African","2019-12","Male",39
"East African","2019-13","Female",6
"East African","2019-13","Male",39
"East African","2019-14","Female",11
"East African","2019-14","Male",41
"East African","2019-14","Unknown",1
"East African","2019-15","Female",3
"East African","2019-15","Male",25
"East African","2019-16","Female",6
"East African","2019-16","Male",26
"East African","2019-17","Female",7
"East African","2019-17","Male",25
"East African","2019-18","Female",7
"East African","2019-18","Male",18
"East African","2019-19","Female",4
"East African","2019-19","Male",27
"East African","2019-20","Female",3
"East African","2019-20","Male",23
"East African","2019-20","Unknown",1
"East African","2019-21","Female",5
"East African","2019-21","Male",36
"East African","2019-22","Female",7
"East African","2019-22","Male",42
"East African","2019-23","Female",4
"East African","2019-23","Unknown",1
"East African","2019-23","Male",30
"East African","2019-24","Female",3
"East African","2019-24","Male",25
"East African","2019-25","Female",6
"East African","2019-25","Male",44
"East African","2019-25","Unknown",1
"East African","2019-26","Female",9
"East African","2019-26","Male",36
"East African","2019-27","Female",9
"East African","2019-27","Male",39
"East African","2019-27","Unknown",1
"East African","2019-28","Female",5
"East African","2019-28","Male",44
"East African","2019-29","Female",3
"East African","2019-29","Male",35
"East African","2019-29","Unknown",1
"East African","2019-30","Female",4
"East African","2019-30","Male",25
"East African","2019-31","Female",4
"East African","2019-31","Male",32
"East African","2019-32","Female",7
"East African","2019-32","Male",44
"East African","2019-33","Female",9
"East African","2019-33","Male",44
"East African","2019-34","Female",2
"East African","2019-34","Male",19
"East African","2019-35","Female",7
"East African","2019-35","Male",22
"East African","2019-35","Unknown",1
"East African","2019-36","Female",11
"East African","2019-36","Male",37
"East African","2019-37","Female",4
"East African","2019-37","Male",38
"East African","2019-37","Unknown",1
"East African","2019-38","Female",7
"East African","2019-38","Male",35
"East African","2019-39","Female",9
"East African","2019-39","Male",37
"East African","2019-40","Female",9
"East African","2019-40","Male",41
"East African","2019-41","Female",3
"East African","2019-41","Male",22
"East African","2019-42","Female",4
"East African","2019-42","Male",37
"East African","2019-43","Female",7
"East African","2019-43","Male",31
"East African","2019-44","Female",7
"East African","2019-44","Male",26
"East African","2019-45","Female",7
"East African","2019-45","Male",28
"East African","2019-46","Female",6
"East African","2019-46","Male",33
"East African","2019-47","Female",5
"East African","2019-47","Male",22
"East African","2019-48","Female",4
"East African","2019-48","Male",31
"East African","2019-49","Female",7
"East African","2019-49","Male",27
"East African","2019-50","Female",4
"East African","2019-50","Male",19
"East African","2019-51","Female",7
"East African","2019-51","Male",31
"East African","2019-52","Female",8
"East African","2019-52","Male",29
"East African","2020-01","Female",1
"East African","2020-01","Male",21
"East African","2020-02","Female",1
"East African","2020-02","Male",33
"East African","2020-03","Female",5
"East African","2020-03","Male",19
"East African","2020-03","Unknown",1
"East African","2020-04","Female",7
"East African","2020-04","Male",31
"East African","2020-05","Female",5
"East African","2020-05","Male",41
"East African","2020-06","Female",4
"East African","2020-06","Male",37
"East African","2020-06","Unknown",1
"East African","2020-07","Female",6
"East African","2020-07","Male",23
"East African","2020-08","Female",8
"East African","2020-08","Male",24
"East African","2020-09","Female",4
"East African","2020-09","Male",24
"East African","2020-10","Female",2
"East African","2020-10","Male",31
"East African","2020-10","Unknown",1
"East African","2020-11","Female",8
"East African","2020-11","Male",21
"East African","2020-12","Female",6
"East African","2020-12","Male",26
"East African","2020-13","Female",6
"East African","2020-13","Male",18
"East African","2020-13","Unknown",1
"East African","2020-14","Female",4
"East African","2020-14","Male",30
"East African","2020-14","Unknown",1
"East African","2020-15","Female",3
"East African","2020-15","Male",36
"East African","2020-16","Female",5
"East African","2020-16","Male",39
"East African","2020-17","Female",5
"East African","2020-17","Male",26
"East African","2020-17","Unknown",1
"East African","2020-18","Female",1
"East African","2020-18","Male",29
"East African","2020-19","Female",8
"East African","2020-19","Male",52
"East African","2020-19","Unknown",1
"East African","2020-20","Female",4
"East African","2020-20","Male",36
"East African","2020-21","Female",10
"East African","2020-21","Male",38
"East African","2020-22","Female",2
"East African","2020-22","Male",6
"East African","2020-22","Unknown",1
"East African","2020-23","Female",2
"East African","2020-23","Male",14
"Latino","2016-44","Female",3
"Latino","2016-44","Male",22
"Latino","2016-45","Female",7
"Latino","2016-45","Unknown",1
"Latino","2016-45","Male",27
"Latino","2016-46","Female",2
"Latino","2016-46","Male",24
"Latino","2016-46","Unknown",2
"Latino","2016-47","Female",3
"Latino","2016-47","Male",33
"Latino","2016-48","Female",7
"Latino","2016-48","Male",30
"Latino","2016-49","Female",7
"Latino","2016-49","Male",16
"Latino","2016-50","Unknown",1
"Latino","2016-50","Male",20
"Latino","2016-51","Female",8
"Latino","2016-51","Male",22
"Latino","2016-52","Female",7
"Latino","2016-52","Male",24
"Latino","2017-01","Female",5
"Latino","2017-01","Male",21
"Latino","2017-02","Female",9
"Latino","2017-02","Male",32
"Latino","2017-03","Female",8
"Latino","2017-03","Male",29
"Latino","2017-04","Female",6
"Latino","2017-04","Male",28
"Latino","2017-05","Female",7
"Latino","2017-05","Male",29
"Latino","2017-05","Unknown",1
"Latino","2017-06","Female",8
"Latino","2017-06","Male",47
"Latino","2017-07","Female",10
"Latino","2017-07","Male",41
"Latino","2017-08","Female",11
"Latino","2017-08","Male",32
"Latino","2017-09","Female",11
"Latino","2017-09","Male",43
"Latino","2017-10","Female",5
"Latino","2017-10","Male",25
"Latino","2017-11","Female",7
"Latino","2017-11","Male",33
"Latino","2017-12","Female",5
"Latino","2017-12","Male",39
"Latino","2017-13","Female",15
"Latino","2017-13","Male",58
"Latino","2017-14","Female",12
"Latino","2017-14","Male",40
"Latino","2017-15","Female",7
"Latino","2017-15","Male",51
"Latino","2017-16","Female",10
"Latino","2017-16","Male",46
"Latino","2017-17","Female",15
"Latino","2017-17","Male",39
"Latino","2017-18","Female",7
"Latino","2017-18","Male",32
"Latino","2017-18","Unknown",1
"Latino","2017-19","Female",10
"Latino","2017-19","Male",39
"Latino","2017-19","Unknown",1
"Latino","2017-20","Female",12
"Latino","2017-20","Male",25
"Latino","2017-21","Female",8
"Latino","2017-21","Male",40
"Latino","2017-22","Female",12
"Latino","2017-22","Male",28
"Latino","2017-23","Female",11
"Latino","2017-23","Male",23
"Latino","2017-24","Female",11
"Latino","2017-24","Male",31
"Latino","2017-24","Unknown",1
"Latino","2017-25","Female",7
"Latino","2017-25","Male",22
"Latino","2017-26","Female",5
"Latino","2017-26","Male",26
"Latino","2017-27","Female",7
"Latino","2017-27","Male",26
"Latino","2017-28","Female",9
"Latino","2017-28","Male",21
"Latino","2017-29","Female",9
"Latino","2017-29","Male",26
"Latino","2017-30","Female",7
"Latino","2017-30","Male",20
"Latino","2017-30","Unknown",1
"Latino","2017-31","Female",3
"Latino","2017-31","Male",17
"Latino","2017-32","Female",6
"Latino","2017-32","Male",16
"Latino","2017-33","Female",8
"Latino","2017-33","Male",28
"Latino","2017-34","Female",5
"Latino","2017-34","Male",30
"Latino","2017-35","Female",6
"Latino","2017-35","Male",23
"Latino","2017-36","Female",5
"Latino","2017-36","Male",20
"Latino","2017-37","Female",12
"Latino","2017-37","Male",25
"Latino","2017-38","Female",6
"Latino","2017-38","Male",27
"Latino","2017-39","Female",7
"Latino","2017-39","Male",19
"Latino","2017-40","Female",5
"Latino","2017-40","Male",28
"Latino","2017-41","Female",12
"Latino","2017-41","Male",23
"Latino","2017-41","Unknown",1
"Latino","2017-42","Female",11
"Latino","2017-42","Male",29
"Latino","2017-43","Female",10
"Latino","2017-43","Male",18
"Latino","2017-43","Unknown",1
"Latino","2017-44","Female",5
"Latino","2017-44","Male",17
"Latino","2017-45","Female",4
"Latino","2017-45","Male",22
"Latino","2017-46","Female",6
"Latino","2017-46","Male",18
"Latino","2017-47","Female",7
"Latino","2017-47","Male",29
"Latino","2017-47","Unknown",1
"Latino","2017-48","Female",5
"Latino","2017-48","Male",32
"Latino","2017-49","Female",5
"Latino","2017-49","Male",14
"Latino","2017-50","Female",3
"Latino","2017-50","Male",23
"Latino","2017-51","Female",6
"Latino","2017-51","Unknown",1
"Latino","2017-51","Male",21
"Latino","2017-52","Female",3
"Latino","2017-52","Male",23
"Latino","2018-01","Female",3
"Latino","2018-01","Male",31
"Latino","2018-02","Female",8
"Latino","2018-02","Male",17
"Latino","2018-03","Female",6
"Latino","2018-03","Male",18
"Latino","2018-04","Female",5
"Latino","2018-04","Male",20
"Latino","2018-04","Unknown",2
"Latino","2018-05","Female",7
"Latino","2018-05","Male",18
"Latino","2018-06","Female",3
"Latino","2018-06","Male",23
"Latino","2018-07","Female",7
"Latino","2018-07","Male",28
"Latino","2018-08","Female",6
"Latino","2018-08","Male",23
"Latino","2018-09","Female",4
"Latino","2018-09","Male",27
"Latino","2018-10","Female",10
"Latino","2018-10","Male",35
"Latino","2018-11","Female",6
"Latino","2018-11","Male",33
"Latino","2018-12","Female",10
"Latino","2018-12","Male",32
"Latino","2018-13","Female",5
"Latino","2018-13","Male",28
"Latino","2018-14","Female",5
"Latino","2018-14","Male",28
"Latino","2018-15","Female",7
"Latino","2018-15","Male",24
"Latino","2018-16","Female",10
"Latino","2018-16","Male",27
"Latino","2018-17","Female",5
"Latino","2018-17","Male",41
"Latino","2018-18","Female",6
"Latino","2018-18","Male",25
"Latino","2018-19","Female",5
"Latino","2018-19","Male",48
"Latino","2018-19","Unknown",1
"Latino","2018-20","Female",5
"Latino","2018-20","Male",30
"Latino","2018-21","Female",9
"Latino","2018-21","Male",30
"Latino","2018-22","Female",10
"Latino","2018-22","Male",32
"Latino","2018-23","Female",5
"Latino","2018-23","Male",26
"Latino","2018-24","Female",5
"Latino","2018-24","Male",26
"Latino","2018-25","Female",9
"Latino","2018-25","Male",34
"Latino","2018-25","Unknown",1
"Latino","2018-26","Female",6
"Latino","2018-26","Male",25
"Latino","2018-26","Unknown",1
"Latino","2018-27","Female",11
"Latino","2018-27","Male",19
"Latino","2018-28","Female",5
"Latino","2018-28","Male",28
"Latino","2018-28","Unknown",1
"Latino","2018-29","Female",6
"Latino","2018-29","Male",21
"Latino","2018-29","Unknown",1
"Latino","2018-30","Female",9
"Latino","2018-30","Male",24
"Latino","2018-30","Unknown",2
"Latino","2018-31","Female",6
"Latino","2018-31","Male",33
"Latino","2018-32","Female",5
"Latino","2018-32","Male",32
"Latino","2018-33","Female",5
"Latino","2018-33","Male",24
"Latino","2018-34","Female",3
"Latino","2018-34","Male",23
"Latino","2018-35","Female",9
"Latino","2018-35","Male",15
"Latino","2018-35","Unknown",1
"Latino","2018-36","Female",1
"Latino","2018-36","Male",19
"Latino","2018-37","Female",9
"Latino","2018-37","Male",23
"Latino","2018-38","Female",8
"Latino","2018-38","Male",35
"Latino","2018-39","Female",6
"Latino","2018-39","Male",22
"Latino","2018-40","Female",5
"Latino","2018-40","Male",27
"Latino","2018-41","Female",3
"Latino","2018-41","Male",17
"Latino","2018-42","Female",6
"Latino","2018-42","Male",17
"Latino","2018-43","Female",4
"Latino","2018-43","Male",21
"Latino","2018-44","Female",9
"Latino","2018-44","Male",22
"Latino","2018-44","Unknown",1
"Latino","2018-45","Female",5
"Latino","2018-45","Male",22
"Latino","2018-46","Female",3
"Latino","2018-46","Male",17
"Latino","2018-47","Female",6
"Latino","2018-47","Male",17
"Latino","2018-48","Female",7
"Latino","2018-48","Male",20
"Latino","2018-49","Female",9
"Latino","2018-49","Male",15
"Latino","2018-50","Female",4
"Latino","2018-50","Male",28
"Latino","2018-51","Female",7
"Latino","2018-51","Male",31
"Latino","2018-52","Female",3
"Latino","2018-52","Male",17
"Latino","2019-01","Female",3
"Latino","2019-01","Male",24
"Latino","2019-02","Female",9
"Latino","2019-02","Male",22
"Latino","2019-03","Female",6
"Latino","2019-03","Male",14
"Latino","2019-04","Female",8
"Latino","2019-04","Male",16
"Latino","2019-05","Female",4
"Latino","2019-05","Male",11
"Latino","2019-06","Female",4
"Latino","2019-06","Male",10
"Latino","2019-07","Female",1
"Latino","2019-07","Male",27
"Latino","2019-08","Female",1
"Latino","2019-08","Male",16
"Latino","2019-09","Female",3
"Latino","2019-09","Male",14
"Latino","2019-10","Female",1
"Latino","2019-10","Male",17
"Latino","2019-11","Female",8
"Latino","2019-11","Male",23
"Latino","2019-11","Unknown",1
"Latino","2019-12","Female",5
"Latino","2019-12","Male",21
"Latino","2019-13","Female",11
"Latino","2019-13","Male",27
"Latino","2019-14","Female",5
"Latino","2019-14","Male",19
"Latino","2019-15","Female",5
"Latino","2019-15","Male",14
"Latino","2019-16","Female",6
"Latino","2019-16","Male",27
"Latino","2019-17","Female",6
"Latino","2019-17","Male",12
"Latino","2019-18","Female",3
"Latino","2019-18","Male",17
"Latino","2019-19","Female",4
"Latino","2019-19","Male",21
"Latino","2019-20","Male",13
"Latino","2019-21","Female",7
"Latino","2019-21","Male",19
"Latino","2019-22","Female",9
"Latino","2019-22","Male",26
"Latino","2019-23","Female",4
"Latino","2019-23","Unknown",1
"Latino","2019-23","Male",21
"Latino","2019-24","Female",7
"Latino","2019-24","Male",21
"Latino","2019-25","Female",9
"Latino","2019-25","Male",21
"Latino","2019-26","Female",4
"Latino","2019-26","Male",22
"Latino","2019-27","Male",20
"Latino","2019-28","Female",8
"Latino","2019-28","Male",20
"Latino","2019-28","Unknown",1
"Latino","2019-29","Female",4
"Latino","2019-29","Male",23
"Latino","2019-30","Female",5
"Latino","2019-30","Male",15
"Latino","2019-30","Unknown",1
"Latino","2019-31","Female",5
"Latino","2019-31","Male",30
"Latino","2019-32","Female",8
"Latino","2019-32","Male",22
"Latino","2019-33","Female",5
"Latino","2019-33","Male",30
"Latino","2019-34","Female",5
"Latino","2019-34","Male",25
"Latino","2019-35","Female",5
"Latino","2019-35","Male",21
"Latino","2019-36","Female",2
"Latino","2019-36","Male",23
"Latino","2019-37","Female",9
"Latino","2019-37","Male",17
"Latino","2019-38","Female",5
"Latino","2019-38","Male",22
"Latino","2019-39","Female",9
"Latino","2019-39","Male",30
"Latino","2019-40","Female",4
"Latino","2019-40","Male",28
"Latino","2019-41","Female",8
"Latino","2019-41","Male",15
"Latino","2019-42","Female",5
"Latino","2019-42","Male",18
"Latino","2019-42","Unknown",1
"Latino","2019-43","Female",4
"Latino","2019-43","Male",13
"Latino","2019-44","Female",4
"Latino","2019-44","Male",25
"Latino","2019-45","Female",4
"Latino","2019-45","Male",21
"Latino","2019-46","Female",5
"Latino","2019-46","Male",13
"Latino","2019-47","Female",5
"Latino","2019-47","Male",20
"Latino","2019-48","Female",2
"Latino","2019-48","Male",12
"Latino","2019-49","Female",2
"Latino","2019-49","Male",22
"Latino","2019-50","Female",4
"Latino","2019-50","Male",13
"Latino","2019-51","Female",5
"Latino","2019-51","Male",26
"Latino","2019-52","Female",4
"Latino","2019-52","Male",15
"Latino","2020-01","Female",4
"Latino","2020-01","Male",15
"Latino","2020-01","Unknown",1
"Latino","2020-02","Female",6
"Latino","2020-02","Male",21
"Latino","2020-03","Female",4
"Latino","2020-03","Male",15
"Latino","2020-04","Female",11
"Latino","2020-04","Male",16
"Latino","2020-04","Unknown",1
"Latino","2020-05","Female",4
"Latino","2020-05","Male",29
"Latino","2020-06","Female",3
"Latino","2020-06","Male",18
"Latino","2020-07","Female",8
"Latino","2020-07","Male",10
"Latino","2020-08","Female",9
"Latino","2020-08","Male",23
"Latino","2020-09","Female",7
"Latino","2020-09","Male",19
"Latino","2020-10","Female",9
"Latino","2020-10","Male",32
"Latino","2020-11","Female",3
"Latino","2020-11","Male",18
"Latino","2020-12","Female",4
"Latino","2020-12","Male",22
"Latino","2020-13","Female",2
"Latino","2020-13","Male",17
"Latino","2020-14","Female",4
"Latino","2020-14","Male",17
"Latino","2020-15","Female",3
"Latino","2020-15","Male",19
"Latino","2020-16","Female",1
"Latino","2020-16","Unknown",1
"Latino","2020-16","Male",14
"Latino","2020-17","Female",4
"Latino","2020-17","Male",19
"Latino","2020-18","Female",4
"Latino","2020-18","Male",17
"Latino","2020-19","Female",3
"Latino","2020-19","Male",26
"Latino","2020-20","Female",5
"Latino","2020-20","Male",25
"Latino","2020-21","Female",7
"Latino","2020-21","Male",25
"Latino","2020-22","Male",2
"Latino","2020-23","Male",9
"Latino","2020-24","Male",1
"Native","2016-44","Female",8
"Native","2016-44","Male",10
"Native","2016-45","Female",8
"Native","2016-45","Male",14
"Native","2016-46","Female",11
"Native","2016-46","Male",13
"Native","2016-47","Female",15
"Native","2016-47","Male",7
"Native","2016-48","Female",8
"Native","2016-48","Male",11
"Native","2016-49","Female",8
"Native","2016-49","Male",11
"Native","2016-50","Female",7
"Native","2016-50","Male",11
"Native","2016-51","Female",8
"Native","2016-51","Male",13
"Native","2016-52","Female",4
"Native","2016-52","Male",6
"Native","2017-01","Female",7
"Native","2017-01","Male",10
"Native","2017-02","Female",9
"Native","2017-02","Male",12
"Native","2017-03","Female",9
"Native","2017-03","Male",11
"Native","2017-04","Female",13
"Native","2017-04","Male",16
"Native","2017-05","Female",14
"Native","2017-05","Male",11
"Native","2017-06","Female",13
"Native","2017-06","Male",22
"Native","2017-07","Female",14
"Native","2017-07","Male",15
"Native","2017-08","Female",16
"Native","2017-08","Male",20
"Native","2017-09","Female",11
"Native","2017-09","Male",32
"Native","2017-10","Female",16
"Native","2017-10","Male",16
"Native","2017-11","Female",9
"Native","2017-11","Male",28
"Native","2017-12","Female",12
"Native","2017-12","Male",28
"Native","2017-12","Unknown",1
"Native","2017-13","Female",22
"Native","2017-13","Male",25
"Native","2017-14","Female",13
"Native","2017-14","Male",21
"Native","2017-14","Unknown",1
"Native","2017-15","Female",15
"Native","2017-15","Male",24
"Native","2017-16","Female",12
"Native","2017-16","Male",21
"Native","2017-17","Female",15
"Native","2017-17","Male",20
"Native","2017-18","Female",13
"Native","2017-18","Unknown",1
"Native","2017-18","Male",14
"Native","2017-19","Female",21
"Native","2017-19","Male",22
"Native","2017-20","Female",6
"Native","2017-20","Male",13
"Native","2017-21","Female",13
"Native","2017-21","Male",17
"Native","2017-22","Female",18
"Native","2017-22","Male",14
"Native","2017-23","Female",17
"Native","2017-23","Male",16
"Native","2017-24","Female",14
"Native","2017-24","Male",22
"Native","2017-25","Female",12
"Native","2017-25","Male",19
"Native","2017-25","Unknown",1
"Native","2017-26","Female",14
"Native","2017-26","Male",21
"Native","2017-27","Female",17
"Native","2017-27","Male",27
"Native","2017-28","Female",26
"Native","2017-28","Male",20
"Native","2017-29","Female",16
"Native","2017-29","Male",29
"Native","2017-29","Unknown",1
"Native","2017-30","Female",12
"Native","2017-30","Male",17
"Native","2017-30","Unknown",3
"Native","2017-31","Female",11
"Native","2017-31","Male",22
"Native","2017-32","Female",7
"Native","2017-32","Unknown",1
"Native","2017-32","Male",15
"Native","2017-33","Female",9
"Native","2017-33","Male",12
"Native","2017-33","Unknown",1
"Native","2017-34","Female",21
"Native","2017-34","Male",23
"Native","2017-34","Unknown",2
"Native","2017-35","Female",17
"Native","2017-35","Male",16
"Native","2017-36","Female",13
"Native","2017-36","Male",27
"Native","2017-36","Unknown",1
"Native","2017-37","Female",13
"Native","2017-37","Male",22
"Native","2017-38","Female",18
"Native","2017-38","Male",20
"Native","2017-39","Female",15
"Native","2017-39","Male",15
"Native","2017-40","Female",16
"Native","2017-40","Male",20
"Native","2017-40","Unknown",3
"Native","2017-41","Female",14
"Native","2017-41","Male",27
"Native","2017-42","Female",11
"Native","2017-42","Male",11
"Native","2017-43","Female",7
"Native","2017-43","Male",18
"Native","2017-43","Unknown",1
"Native","2017-44","Female",6
"Native","2017-44","Male",12
"Native","2017-44","Unknown",1
"Native","2017-45","Female",4
"Native","2017-45","Male",18
"Native","2017-46","Female",5
"Native","2017-46","Male",6
"Native","2017-47","Female",11
"Native","2017-47","Male",4
"Native","2017-47","Unknown",1
"Native","2017-48","Female",14
"Native","2017-48","Unknown",1
"Native","2017-48","Male",15
"Native","2017-49","Female",5
"Native","2017-49","Male",9
"Native","2017-50","Female",8
"Native","2017-50","Male",6
"Native","2017-51","Female",9
"Native","2017-51","Male",11
"Native","2017-52","Female",10
"Native","2017-52","Male",9
"Native","2018-01","Female",6
"Native","2018-01","Male",8
"Native","2018-02","Female",8
"Native","2018-02","Male",4
"Native","2018-02","Unknown",1
"Native","2018-03","Female",7
"Native","2018-03","Male",11
"Native","2018-03","Unknown",1
"Native","2018-04","Female",7
"Native","2018-04","Male",11
"Native","2018-05","Female",1
"Native","2018-05","Male",8
"Native","2018-06","Female",5
"Native","2018-06","Male",11
"Native","2018-07","Female",7
"Native","2018-07","Male",14
"Native","2018-08","Female",5
"Native","2018-08","Male",11
"Native","2018-09","Female",14
